Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.01,0.01,15.60
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.74,0.74,15239.71
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.01,0.01,10.92
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,4.38
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.02,0.02,19.72
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.00,0.00,9.35
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.01,0.01,45.44
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,17.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,0.02,0.02,17.07
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.00,0.00,0.23
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.00,0.00,4.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.13,0.11,130.79
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,4.95,4.95,6377.71
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.02,0.02,39.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.10,0.09,91.92
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Hake,Demersal,0.00,0.00,4.50
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.08,0.07,777.26
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Lemon Sole,Demersal,0.02,0.02,21.40
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.00,0.00,2.48
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.22,0.22,4609.82
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,0.24,0.20,454.80
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.01,0.01,7.52
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,8.06,6.56,37354.24
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.22,0.22,42.95
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.00,0.00,1.72
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.11,0.11,228.98
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.04,0.04,243.72
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,0.31,0.31,274.00
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.04,0.04,78.54
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.12,0.12,2479.50
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.06,0.06,1189.00
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,5.18,5.18,7255.08
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,3.86,0.74,13039.24
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,9.44,9.44,12777.20
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,3.88,3.88,3932.80
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.16,0.16,2221.80
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.37,0.37,4696.60
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.10,0.10,88.10
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.97,0.97,2197.36
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,700.72
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.70,0.70,1577.65
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.02,0.02,105.78
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,17.19,17.19,38194.82
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,3.57,3.57,70303.26
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.40,1.10,6532.04
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,0.12,0.12,456.00
1,Ardentinny,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.03,0.03,171.29
1,Ardentinny,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.01,0.01,115.69
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Horse Mackerel,Pelagic,211.64,211.64,0.00
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Mackerel,Pelagic,86.58,86.58,77056.20
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,3.12,3.12,4006.40
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.51,0.51,5630.85
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.05,0.05,950.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.07,0.07,234.82
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.16,0.13,348.24
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,23.48,22.71,4209.48
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.05,0.05,46.79
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,2.16,2.11,2043.46
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,0.08,0.07,104.93
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.01,0.01,6.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.01,0.01,10.36
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,3.03,2.48,6189.33
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,41.98,21.66,103036.80
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,0.06,0.06,54.12
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Saithe,Demersal,0.01,0.01,16.38
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,19.38,19.38,55734.82
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,1.77,1.57,457.04
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.00,0.00,4.10
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Squid,Shellfish,0.06,0.06,273.47
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.00,0.00,25.86
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.20,0.19,156.75
1,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.38,0.38,869.32
1,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,57.76
1,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.04,0.04,237.40
1,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.00,0.00,26.86
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,38.50
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.25,0.25,1478.46
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.06,0.06,66.00
1,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,3.39,3.39,23433.82
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.02,0.02,65.20
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,3.48,1.90,8657.41
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,6.19,6.19,41555.30
1,Arisaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.35,0.35,1119.98
1,Arisaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,125.13
1,Arran,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.01,0.01,30.05
1,Avoch,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,5.43,5.43,5973.00
1,Axmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,450.00
1,Axmouth,Devon,England,UK,10m&Under,Scallops,Shellfish,0.19,0.19,1277.00
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,15.15,15.15,36628.45
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,948.05
1,Balintore,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.36,0.36,1219.37
1,Balintore,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,38.50
1,Ballycastle,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.54,0.54,700.00
1,Ballycastle,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.20,0.20,2800.00
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,1.72,1.72,5007.80
1,Ballydorn,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,110.00
1,Ballyglass,Foreign,Ireland,UK,10m&Under,Crabs,Shellfish,9.39,9.39,11000.00
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.12,0.12,230.00
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.14,0.14,2100.00
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,3.57,3.57,8057.59
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.09,0.09,1622.00
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.38,0.38,546.00
1,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.53,0.53,3983.31
1,Bangor,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,0.16,0.16,186.00
1,Bangor,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,5.51,5.51,15784.58
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.73,0.73,1580.00
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,340.00
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,6.19,6.19,14893.57
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.77,0.66,3277.22
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.32,0.32,304.36
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,31.64,27.18,53756.11
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,3.54,3.19,15556.75
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.32,0.28,424.86
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,0.18,0.14,830.89
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,1.43,1.27,919.55
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.00,0.00,1.15
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Pollack (Lythe),Demersal,0.66,0.56,1794.52
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Saithe,Demersal,0.15,0.12,288.16
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,32.46,32.46,78116.94
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,1.47,1.30,2213.74
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.00,0.00,4.28
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whelks,Shellfish,7.05,7.05,10225.40
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.01,0.01,5.75
1,Barrow,Cumbria,England,UK,10m&Under,Bass,Demersal,0.01,0.01,92.80
1,Barrow,Cumbria,England,UK,10m&Under,Brill,Demersal,0.00,0.00,2.50
1,Barrow,Cumbria,England,UK,10m&Under,Cod,Demersal,0.44,0.38,1031.98
1,Barrow,Cumbria,England,UK,10m&Under,Crabs,Shellfish,0.01,0.01,15.63
1,Barrow,Cumbria,England,UK,10m&Under,Lobsters,Shellfish,0.17,0.17,3065.10
1,Barrow,Cumbria,England,UK,10m&Under,Other Demersal,Demersal,0.01,0.01,54.83
1,Barrow,Cumbria,England,UK,10m&Under,Pollack (Lythe),Demersal,0.08,0.07,145.43
1,Barrow,Cumbria,England,UK,10m&Under,Sole,Demersal,0.00,0.00,4.50
1,Barrow,Cumbria,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,11.65
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.09,0.09,116.00
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,695.80
1,Beer,Devon,England,UK,10m&Under,Bass,Demersal,0.18,0.18,1784.41
1,Beer,Devon,England,UK,10m&Under,Crabs,Shellfish,0.01,0.00,35.00
1,Beer,Devon,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,2.07
1,Beer,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,135.27
1,Beer,Devon,England,UK,10m&Under,Mullet,Demersal,0.03,0.03,113.31
1,Beer,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.05,0.05,113.48
1,Beer,Devon,England,UK,10m&Under,Sole,Demersal,0.08,0.07,824.89
1,Beer,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,2.44
1,Beesands,Devon,England,UK,10m&Under,Crabs,Shellfish,0.44,0.44,2139.68
1,Beesands,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,516.60
1,Belfast,Northern Ireland,Northern Ireland,UK,Over10m,Mackerel,Pelagic,2203.02,2203.02,2055485.00
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.10,0.10,1021.74
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Brill,Demersal,0.00,0.00,15.60
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Cod,Demersal,0.04,0.03,133.00
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,1.38,1.38,3398.40
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Dogfish,Demersal,0.00,0.00,17.20
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,631.50
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Other Shellfish,Shellfish,0.02,0.02,315.80
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.04,0.03,111.15
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.01,0.01,28.75
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.16,0.08,224.25
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.02,0.02,219.54
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,34.80
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,5.75
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Crabs,Shellfish,0.42,0.42,1026.98
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Lobsters,Shellfish,0.05,0.05,927.77
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.31,0.31,1043.37
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,921.12
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.42,0.42,1375.80
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.09,0.09,1918.78
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.50,0.50,1681.69
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,3.37,3.37,64808.98
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.15,0.15,223.50
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.06,0.06,1174.90
1,Bideford,Devon,England,UK,10m&Under,Bass,Demersal,0.02,0.02,122.40
1,Bideford,Devon,England,UK,10m&Under,Cod,Demersal,0.01,0.01,11.50
1,Bideford,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.03,0.03,25.60
1,Bideford,Devon,England,UK,10m&Under,Whelks,Shellfish,1.23,1.23,1472.40
1,Bideford,Devon,England,UK,10m&Under,Whiting,Demersal,0.01,0.01,5.04
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.02,0.02,46.80
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,1.04,0.89,856.52
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.62,0.62,860.85
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,0.45
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.23,0.20,128.11
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.00,0.00,0.35
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.05,0.05,410.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.03,0.03,27.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.02,0.02,6.20
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.68,0.68,14166.75
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.04,0.03,104.17
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,1.55
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,9.14,6.78,34558.50
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,0.40
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.04,0.03,23.92
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,1.40
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Skates and Rays,Demersal,0.00,0.00,0.75
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.01,0.01,42.89
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.03,0.03,101.17
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.05,0.05,214.50
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,3.12,3.12,1769.95
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.00,0.00,0.25
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.00,0.00,11.41
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.56,0.48,541.69
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,7.50,7.50,10753.47
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Cuttlefish,Shellfish,0.03,0.03,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.32,0.32,176.71
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.38,0.31,199.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.22,0.21,1974.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lemon Sole,Demersal,0.11,0.10,108.39
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.00,0.00,1.20
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.81,0.81,17779.63
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,0.48,0.45,1056.29
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.02,0.02,45.49
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,27.10,20.63,94016.85
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.90,0.90,304.05
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Other Shellfish,Shellfish,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.01,0.01,0.74
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.41,0.41,849.55
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.09,0.08,408.40
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,2.15,2.13,1544.26
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.02,0.02,0.00
