Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
1,Aberdaran,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.28,0.28,0.34
1,Aberdaran,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.04
1,Aberdeen,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.12,1.12,1.37
1,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,3.34,3.34,3.91
1,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.03,0.03,0.52
1,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,10.14,10.14,20.80
1,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.07,0.07,1.40
1,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Scallops,Shellfish,4.84,4.84,10.72
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Crabs,Shellfish,0.43,0.43,0.49
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Lobsters,Shellfish,0.03,0.03,0.39
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Other Shellfish,Shellfish,0.16,0.16,3.18
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,20.77,20.77,41.07
1,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.93,2.93,28.75
1,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.39,0.39,0.47
1,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.84,0.84,8.14
1,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,1.90,1.90,6.11
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Bass,Demersal,0.01,0.01,0.14
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.03
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Cod,Demersal,0.16,0.14,0.41
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Crabs,Shellfish,0.02,0.02,0.03
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.32
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Skates and Rays,Demersal,1.71,1.52,3.03
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Sole,Demersal,0.22,0.21,1.40
1,Alesund,Foreign,Norway,UK,Over10m,Mackerel,Pelagic,2497.18,2497.18,2256.67
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.64,0.55,0.60
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,27.86,27.86,31.13
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.20,0.17,0.17
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.01,0.01,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.03,0.03,0.03
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,1.47,1.47,19.85
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.05,0.05,0.11
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,8.59,8.03,26.14
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.07,0.07,0.03
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.01,0.01,0.02
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.03,0.03,0.06
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.04
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whelks,Shellfish,0.01,0.01,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,1.43,1.42,0.93
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.04,0.04,0.04
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,12.63,12.63,14.14
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.01,0.01,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.11,0.09,0.12
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Hake,Demersal,0.07,0.06,0.03
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Lemon Sole,Demersal,0.13,0.12,0.12
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.01,0.01,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.78,0.78,10.93
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,0.24,0.20,0.59
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.01,0.01,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,17.97,15.65,63.56
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.07,0.07,0.04
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.09,0.09,0.27
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.02,0.02,0.10
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,1.35,1.34,1.04
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.04,0.04,0.02
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.36,0.36,0.42
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.71
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.01,0.01,0.24
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,3.05,3.05,2.31
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,46.66,46.66,25.79
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,2.24,2.24,1.75
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,5.46,5.46,4.37
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.47
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.00,0.00,0.03
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.02,0.02,0.01
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.18,0.18,0.38
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.44,0.44,6.55
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.84,0.84,1.09
1,Appledore,Devon,England,UK,10m&Under,Bass,Demersal,0.08,0.07,0.41
1,Appledore,Devon,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.02
1,Appledore,Devon,England,UK,10m&Under,Cod,Demersal,0.02,0.02,0.05
1,Appledore,Devon,England,UK,10m&Under,Dogfish,Demersal,0.01,0.01,0.00
1,Appledore,Devon,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,0.00
1,Appledore,Devon,England,UK,10m&Under,Haddock,Demersal,0.00,0.00,0.00
1,Appledore,Devon,England,UK,10m&Under,Lemon Sole,Demersal,0.00,0.00,0.00
1,Appledore,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.00,0.00,0.00
1,Appledore,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.12,0.11,0.13
1,Appledore,Devon,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,0.02
1,Appledore,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.72,0.34,1.12
1,Appledore,Devon,England,UK,10m&Under,Sole,Demersal,0.01,0.01,0.06
1,Appledore,Devon,England,UK,10m&Under,Squid,Shellfish,0.00,0.00,0.01
1,Appledore,Devon,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.08
1,Appledore,Devon,England,UK,10m&Under,Whiting,Demersal,0.06,0.05,0.02
1,Appledore,Devon,England,UK,Over10m,Bass,Demersal,0.00,0.00,0.03
1,Appledore,Devon,England,UK,Over10m,Brill,Demersal,0.01,0.01,0.06
1,Appledore,Devon,England,UK,Over10m,Cod,Demersal,0.06,0.06,0.15
1,Appledore,Devon,England,UK,Over10m,Crabs,Shellfish,1.29,1.29,1.72
1,Appledore,Devon,England,UK,Over10m,Dogfish,Demersal,0.05,0.04,0.02
1,Appledore,Devon,England,UK,Over10m,Haddock,Demersal,0.23,0.20,0.20
1,Appledore,Devon,England,UK,Over10m,Hake,Demersal,0.00,0.00,0.00
1,Appledore,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.00,0.00,0.01
1,Appledore,Devon,England,UK,Over10m,Lobsters,Shellfish,0.03,0.03,0.46
1,Appledore,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.00,0.00,0.00
1,Appledore,Devon,England,UK,Over10m,Other Demersal,Demersal,0.20,0.16,0.16
1,Appledore,Devon,England,UK,Over10m,Plaice,Demersal,0.09,0.09,0.07
1,Appledore,Devon,England,UK,Over10m,Skates and Rays,Demersal,2.53,1.21,3.95
1,Appledore,Devon,England,UK,Over10m,Sole,Demersal,0.02,0.02,0.20
1,Appledore,Devon,England,UK,Over10m,Squid,Shellfish,0.00,0.00,0.00
1,Appledore,Devon,England,UK,Over10m,Turbot,Demersal,0.02,0.02,0.19
1,Appledore,Devon,England,UK,Over10m,Whiting,Demersal,0.12,0.10,0.04
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.50,0.50,0.63
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,8.83,8.83,12.40
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,3.11,3.11,47.54
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,0.11,0.11,0.57
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,1.52,1.11,5.59
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Herring,Pelagic,64.11,64.11,23.11
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Mackerel,Pelagic,353.94,353.94,478.55
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Brill,Demersal,0.00,0.00,0.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.59,0.59,0.47
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Monks or Anglers,Demersal,0.00,0.00,0.01
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Nephrops,Shellfish,1.14,0.67,3.25
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Plaice,Demersal,0.00,0.00,0.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.16,0.16,1.56
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Squid,Shellfish,0.01,0.01,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.04,0.04,0.15
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.21,0.19,0.38
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Crabs,Shellfish,0.03,0.01,0.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,18.41,18.41,2.31
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.06,0.06,0.06
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,0.17,0.16,0.13
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,0.05,0.04,0.05
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Herring,Pelagic,0.00,0.00,0.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.02,0.02,0.02
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.01,0.01,0.01
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Mackerel,Pelagic,620.72,620.72,604.57
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,0.30,0.25,0.70
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,58.41,31.47,152.60
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,0.03,0.02,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.51,0.49,0.45
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Pollack (Lythe),Demersal,0.00,0.00,0.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,12.81,12.81,25.73
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,0.26,0.25,0.24
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.00,0.00,0.02
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Squid,Shellfish,0.52,0.52,1.75
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.00,0.00,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Whiting,Demersal,0.04,0.04,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.11,0.10,0.10
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,1.08
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.15,0.15,1.75
1,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,5.12,5.12,16.15
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,16.22,9.51,45.20
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,5.72,5.72,18.52
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Scallops,Shellfish,0.50,0.50,1.38
1,Axmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.11,0.11,0.17
1,Axmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.06
1,Axmouth,Devon,England,UK,10m&Under,Whelks,Shellfish,0.00,0.00,0.00
1,Ayr,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.95
1,Ayr,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,3.56,3.56,11.97
1,Ayr,South Western Scotland,Scotland,UK,10m&Under,Scallops,Shellfish,6.57,6.57,13.54
1,Ayr,South Western Scotland,Scotland,UK,Over10m,Scallops,Shellfish,43.00,43.00,24.58
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,3.96,3.96,5.41
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.24
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.20,0.20,0.97
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Crabs,Shellfish,3.85,3.85,3.85
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Lobsters,Shellfish,0.18,0.18,2.59
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,8.60,8.60,4.30
1,Ballydorn,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.14,0.14,0.21
1,Ballydorn,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.19
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.12
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.56,0.56,0.73
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.42
1,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.99,1.99,13.19
1,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,0.39,0.39,0.85
1,Bangor,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,9.34,9.34,21.24
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,1.15,1.15,1.72
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.50
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,5.96,5.96,12.11
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,33.62,33.62,67.22
1,Barra,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.14,0.14,0.36
1,Barra,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.11,0.11,1.64
1,Barra,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.02,0.02,0.09
1,Barrow,Cumbria,England,UK,Over10m,Scallops,Shellfish,65.59,65.59,27.38
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.08,0.08,0.09
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.13,0.13,1.85
1,Beer,Devon,England,UK,10m&Under,Bass,Demersal,0.50,0.50,3.13
1,Beer,Devon,England,UK,10m&Under,Crabs,Shellfish,1.03,1.03,1.67
1,Beer,Devon,England,UK,10m&Under,Dogfish,Demersal,0.03,0.01,0.02
1,Beer,Devon,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,0.00
1,Beer,Devon,England,UK,10m&Under,Herring,Pelagic,0.01,0.01,0.01
1,Beer,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.28
1,Beer,Devon,England,UK,10m&Under,Mullet,Demersal,0.10,0.10,0.30
1,Beer,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.01,0.01,0.01
1,Beer,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.03,0.03,0.04
1,Beer,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.05,0.02,0.05
1,Beer,Devon,England,UK,10m&Under,Sole,Demersal,0.03,0.03,0.30
1,Beer,Devon,England,UK,10m&Under,Whelks,Shellfish,0.02,0.02,0.02
1,Beesands,Devon,England,UK,10m&Under,Bass,Demersal,0.04,0.04,0.29
1,Beesands,Devon,England,UK,10m&Under,Bream,Demersal,0.00,0.00,0.00
1,Beesands,Devon,England,UK,10m&Under,Cod,Demersal,0.02,0.01,0.04
1,Beesands,Devon,England,UK,10m&Under,Crabs,Shellfish,1.04,1.04,2.98
1,Beesands,Devon,England,UK,10m&Under,Herring,Pelagic,0.01,0.01,0.01
1,Beesands,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.10
1,Beesands,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.01,0.01,0.03
1,Beesands,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,0.00
1,Beesands,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.08,0.07,0.15
1,Beesands,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.65,0.33,1.30
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.02,0.02,0.15
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.01
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Cod,Demersal,0.01,0.01,0.04
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,0.07,0.06,0.39
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.44
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.00,0.00,0.00
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.06,0.05,0.17
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.02,0.01,0.03
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.00,0.00,0.04
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Crabs,Shellfish,1.22,1.22,1.66
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Lobsters,Shellfish,0.02,0.02,0.25
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.89,0.89,2.01
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.01
1,Bergen,Foreign,Norway,UK,Over10m,Mackerel,Pelagic,972.51,972.51,1000.51
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.29,0.29,0.42
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.20
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.19,0.19,0.39
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.15
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.06,0.06,0.49
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.16,0.16,0.21
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.25,0.25,3.51
1,Bideford,Devon,England,UK,10m&Under,Bass,Demersal,0.05,0.05,0.42
1,Bideford,Devon,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,10m&Under,Cod,Demersal,0.01,0.01,0.01
1,Bideford,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.05,0.05,0.05
1,Bideford,Devon,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,0.01
1,Bideford,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.81,0.39,1.18
1,Bideford,Devon,England,UK,10m&Under,Sole,Demersal,0.02,0.02,0.12
1,Bideford,Devon,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.05
1,Bideford,Devon,England,UK,10m&Under,Whiting,Demersal,0.05,0.04,0.02
1,Bideford,Devon,England,UK,Over10m,Bass,Demersal,0.05,0.05,0.30
1,Bideford,Devon,England,UK,Over10m,Bream,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Brill,Demersal,0.05,0.04,0.26
1,Bideford,Devon,England,UK,Over10m,Cod,Demersal,0.27,0.23,0.59
1,Bideford,Devon,England,UK,Over10m,Haddock,Demersal,0.28,0.24,0.34
1,Bideford,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.07,0.07,0.19
1,Bideford,Devon,England,UK,Over10m,Ling,Demersal,0.04,0.03,0.04
1,Bideford,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.02,0.01,0.09
1,Bideford,Devon,England,UK,Over10m,Mullet,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Other Demersal,Demersal,0.55,0.47,0.47
1,Bideford,Devon,England,UK,Over10m,Plaice,Demersal,0.21,0.20,0.29
1,Bideford,Devon,England,UK,Over10m,Pollack (Lythe),Demersal,0.02,0.02,0.05
1,Bideford,Devon,England,UK,Over10m,Skates and Rays,Demersal,8.27,3.96,12.92
1,Bideford,Devon,England,UK,Over10m,Sole,Demersal,0.17,0.16,1.50
1,Bideford,Devon,England,UK,Over10m,Squid,Shellfish,0.04,0.04,0.26
1,Bideford,Devon,England,UK,Over10m,Turbot,Demersal,0.07,0.06,0.55
1,Bideford,Devon,England,UK,Over10m,Whiting,Demersal,0.88,0.76,0.52
1,Bideford,Devon,England,UK,Over10m,Witch,Demersal,0.00,0.00,0.01
1,Blakeney,East Anglia,England,UK,Over10m,Cod,Demersal,0.01,0.01,0.02
1,Blakeney,East Anglia,England,UK,Over10m,Crabs,Shellfish,0.34,0.34,0.41
1,Blakeney,East Anglia,England,UK,Over10m,Lobsters,Shellfish,0.12,0.12,0.45
1,Blakeney,East Anglia,England,UK,Over10m,Whelks,Shellfish,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Bass,Demersal,0.00,0.00,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.02,0.02,0.06
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,1.17,1.01,1.40
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,3.96,3.96,4.05
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.90,0.77,0.86
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.03,0.03,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.01,0.01,0.08
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.07,0.07,0.05
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.02,0.02,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.96,0.96,13.30
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.25,0.21,0.46
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,26.55,26.55,75.55
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.17,0.16,0.07
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.06,0.06,0.09
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.07,0.07,0.15
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.04,0.03,0.13
