Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£)
2,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,0.01
2,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Pollack (Lythe),Demersal,0.02,0.02,0.02
2,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Saithe,Demersal,0.00,0.00,0.00
2,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.00,0.00,0.02
2,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.05,0.04,0.27
2,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,1.21,1.21,0.63
2,Sunderland,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,0.11,0.11,0.21
2,Sunderland,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.07,0.07,1.23
2,Swanage,Dorset and Somerset,England,UK,10m&Under,Crabs,Shellfish,0.85,0.85,2.72
2,Swanage,Dorset and Somerset,England,UK,10m&Under,Lobsters,Shellfish,0.08,0.08,1.37
2,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,12.04,12.04,14.15
2,Swansea,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,2.73,2.73,3.22
2,Symbister,Highlands and Islands,Scotland,UK,10m&Under,Cod,Demersal,0.64,0.54,1.31
2,Symbister,Highlands and Islands,Scotland,UK,10m&Under,Skates and Rays,Demersal,0.53,0.50,0.59
2,Symbister,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,15.15,15.15,31.61
2,Talmine,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.93,0.93,2.05
2,Talmine,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.08
2,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.90,1.90,6.08
2,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.77
2,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.55,2.42,16.18
2,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,5.27,5.27,13.07
2,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,5.22,5.22,6.58
2,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,0.01,0.01,0.01
2,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,0.04,0.04,0.04
2,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.04,0.04,0.04
2,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.02,0.02,0.02
2,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,44.13,26.91,157.92
2,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,3.13,3.13,9.61
2,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.14
2,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.69,0.69,0.87
2,Tayinloan,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,12.28,6.66,32.62
2,Tayinloan,Highlands and Islands,Scotland,UK,Over10m,Other Shellfish,Shellfish,2.25,2.25,19.88
2,Tayinloan,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,1.62,1.44,1.34
2,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.64,2.64,9.97
2,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,1.40
2,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,1.26,1.26,8.32
2,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.65,0.65,1.08
2,Tayvallich,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,3.24,3.24,24.20
2,Teignmouth,Devon,England,UK,10m&Under,Whelks,Shellfish,6.29,6.29,7.87
2,Teignmouth,Devon,England,UK,Over10m,Brill,Demersal,0.00,0.00,0.02
2,Teignmouth,Devon,England,UK,Over10m,Crabs,Shellfish,3.47,3.47,0.74
2,Teignmouth,Devon,England,UK,Over10m,Cuttlefish,Shellfish,0.00,0.00,0.00
2,Teignmouth,Devon,England,UK,Over10m,Gurnard,Demersal,0.08,0.08,0.07
2,Teignmouth,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.38,0.36,1.84
2,Teignmouth,Devon,England,UK,Over10m,Lobsters,Shellfish,0.24,0.24,0.00
2,Teignmouth,Devon,England,UK,Over10m,Mackerel,Pelagic,0.13,0.13,0.03
2,Teignmouth,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.02,0.01,0.05
2,Teignmouth,Devon,England,UK,Over10m,Other Demersal,Demersal,0.62,0.62,0.46
2,Teignmouth,Devon,England,UK,Over10m,Other Pelagic,Pelagic,13.42,13.42,2.55
2,Teignmouth,Devon,England,UK,Over10m,Plaice,Demersal,0.05,0.05,0.09
2,Teignmouth,Devon,England,UK,Over10m,Pollack (Lythe),Demersal,0.01,0.01,0.02
2,Teignmouth,Devon,England,UK,Over10m,Sardines,Pelagic,16.22,16.22,4.87
2,Teignmouth,Devon,England,UK,Over10m,Skates and Rays,Demersal,0.01,0.00,0.01
2,Teignmouth,Devon,England,UK,Over10m,Sole,Demersal,0.00,0.00,0.01
2,Teignmouth,Devon,England,UK,Over10m,Squid,Shellfish,0.08,0.08,0.94
2,Teignmouth,Devon,England,UK,Over10m,Turbot,Demersal,0.01,0.01,0.11
2,Teignmouth,Devon,England,UK,Over10m,Whelks,Shellfish,5.21,5.21,6.64
2,Teignmouth,Devon,England,UK,Over10m,Whiting,Demersal,0.39,0.33,0.31
2,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.17,0.17,0.34
2,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.06,0.06,0.83
2,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,7.62,7.62,11.45
2,Tingwall,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,6.58,6.58,23.87
2,Tingwall,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.54
2,Tingwall,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.36,0.36,0.45
2,Tingwall,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,5.08,5.08,17.65
2,Tingwall,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.03,0.03,0.49
2,Tiree,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,5.42,5.42,17.34
2,Tiree,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.15,0.15,2.76
2,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.47,2.47,7.60
2,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.21,0.21,1.39
2,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,5.37,5.37,14.45
2,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.91,0.91,6.04
2,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,12.43,12.43,23.40
2,Torquay,Devon,England,UK,10m&Under,Herring,Pelagic,0.02,0.02,0.03
2,Torquay,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.00,0.00,0.00
2,Torquay,Devon,England,UK,10m&Under,Sardines,Pelagic,0.00,0.00,0.00
2,Torquay,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.04,0.02,0.03
2,Tromso,Foreign,Norway,UK,Over10m,Cod,Demersal,1707.56,610.78,310.73
2,Tromso,Foreign,Norway,UK,Over10m,Haddock,Demersal,105.13,34.24,132.53
2,Tromso,Foreign,Norway,UK,Over10m,Halibut,Demersal,5.82,5.29,8.31
2,Tromso,Foreign,Norway,UK,Over10m,Other Demersal,Demersal,20.92,10.75,19.39
2,Tromso,Foreign,Norway,UK,Over10m,Saithe,Demersal,85.56,30.55,86.17
2,Troon,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,9.97,9.97,110.89
2,Troon,South Western Scotland,Scotland,UK,Over10m,Crabs,Shellfish,5.51,5.51,12.38
2,Troon,South Western Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.02,0.02,0.31
2,Troon and Saltcoats,South Western Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.42,1.42,4.35
2,Troon and Saltcoats,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,8.33,4.34,19.66
2,Troon and Saltcoats,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,4.82,4.82,44.21
2,Troon and Saltcoats,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,78.54,41.81,191.94
2,Troon and Saltcoats,South Western Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,0.45,0.45,4.13
2,Uig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.12
2,Uig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.83,0.83,5.46
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.58,0.58,1.81
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,0.06,0.05,0.07
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.02,0.02,0.33
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,2.24,1.91,11.19
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,22.38,22.38,48.53
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,0.04,0.03,0.03
2,Uig,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.02,0.02,0.05
2,Ullapool,Highlands and Islands,Scotland,France,Over10m,Cod,Demersal,0.04,0.03,0.00
2,Ullapool,Highlands and Islands,Scotland,France,Over10m,Hake,Demersal,11.01,9.92,0.00
2,Ullapool,Highlands and Islands,Scotland,France,Over10m,Ling,Demersal,19.75,17.33,0.00
2,Ullapool,Highlands and Islands,Scotland,France,Over10m,Other Demersal,Demersal,3.68,3.40,0.00
2,Ullapool,Highlands and Islands,Scotland,France,Over10m,Saithe,Demersal,0.06,0.05,0.00
2,Ullapool,Highlands and Islands,Scotland,France,Unknown,Hake,Demersal,29.13,26.06,33.17
2,Ullapool,Highlands and Islands,Scotland,France,Unknown,Ling,Demersal,23.50,20.61,4.38
2,Ullapool,Highlands and Islands,Scotland,France,Unknown,Other Demersal,Demersal,3.40,3.22,0.00
2,Ullapool,Highlands and Islands,Scotland,France,Unknown,Saithe,Demersal,0.44,0.37,0.17
2,Ullapool,Highlands and Islands,Scotland,Spain,Unknown,Hake,Demersal,30.95,28.47,0.00
2,Ullapool,Highlands and Islands,Scotland,Spain,Unknown,Ling,Demersal,3.26,2.86,0.00
2,Ullapool,Highlands and Islands,Scotland,Spain,Unknown,Other Demersal,Demersal,0.49,0.49,0.00
2,Ullapool,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.46,0.46,1.45
2,Ullapool,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.57
2,Ullapool,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,5.78,5.50,35.46
2,Ullapool,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,3.09,3.09,5.09
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,10.77,9.23,33.30
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,8.85,8.85,45.45
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Gurnard,Demersal,3.08,3.08,1.54
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,212.92,183.83,339.44
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,19.60,17.82,9.91
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,0.15,0.13,1.43
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.84,0.79,3.93
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,26.79,23.54,54.97
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.01,0.01,0.12
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Mackerel,Pelagic,0.40,0.40,0.98
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,15.87,14.97,57.17
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,86.55,71.00,275.74
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,36.88,26.01,148.40
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,24.94,21.03,38.23
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Other Shellfish,Shellfish,0.03,0.03,0.07
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,0.64,0.61,0.89
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,0.94,0.80,2.08
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,30.82,25.89,29.43
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,5.41,5.41,14.01
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,2.83,2.50,2.77
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,8.52,8.52,47.51
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.15,0.14,1.75
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,18.83,17.76,25.29
2,Ullapool,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.86,0.84,0.50
2,Ulva Ferry,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.83,1.83,5.93
2,Ulva Ferry,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,1.37
2,Ulva Ferry,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,1.07,1.07,7.05
2,Ulva Ferry,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.01,0.01,0.02
2,Ulva Ferry,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,3.19,3.19,9.98
2,Ulva Ferry,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.08,0.08,1.53
2,Ulva Ferry,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.97,0.97,6.41
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,1.65,1.41,4.86
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,1.05,0.90,2.01
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,0.01,0.01,0.02
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,0.02,0.02,0.22
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.10,0.10,0.87
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,0.12,0.11,0.26
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,0.16,0.15,0.44
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,1.27,1.04,4.59
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,0.02,0.02,0.05
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,0.12,0.12,0.15
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,0.03,0.03,0.08
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,6.72,5.65,6.15
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,0.10,0.09,0.09
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.13,0.13,0.50
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.00,0.00,0.04
2,Uyeasound and Baltasound,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,1.16,1.05,1.66
2,Vidlin,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.33,0.33,1.45
2,Vidlin,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,2.12,2.12,3.50
2,Vidlin,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.99,0.99,1.24
2,Vidlin,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,5.29,5.29,12.19
2,Vigo,Foreign,Spain,UK,Over10m,Brill,Demersal,0.02,0.02,0.11
2,Vigo,Foreign,Spain,UK,Over10m,Cod,Demersal,0.05,0.04,0.03
2,Vigo,Foreign,Spain,UK,Over10m,Cuttlefish,Shellfish,0.03,0.03,0.07
2,Vigo,Foreign,Spain,UK,Over10m,Gurnard,Demersal,0.11,0.10,0.00
2,Vigo,Foreign,Spain,UK,Over10m,Haddock,Demersal,0.12,0.11,0.15
2,Vigo,Foreign,Spain,UK,Over10m,Hake,Demersal,12.85,11.58,20.21
2,Vigo,Foreign,Spain,UK,Over10m,Lemon Sole,Demersal,0.43,0.41,1.38
2,Vigo,Foreign,Spain,UK,Over10m,Ling,Demersal,0.25,0.22,0.10
2,Vigo,Foreign,Spain,UK,Over10m,Megrim,Demersal,19.82,18.93,65.46
2,Vigo,Foreign,Spain,UK,Over10m,Monks or Anglers,Demersal,33.20,28.11,93.70
2,Vigo,Foreign,Spain,UK,Over10m,Other Demersal,Demersal,2.08,2.00,6.38
2,Vigo,Foreign,Spain,UK,Over10m,Other Shellfish,Shellfish,21.40,21.40,1.68
2,Vigo,Foreign,Spain,UK,Over10m,Pollack (Lythe),Demersal,0.04,0.04,0.00
2,Vigo,Foreign,Spain,UK,Over10m,Saithe,Demersal,0.09,0.08,0.00
2,Vigo,Foreign,Spain,UK,Over10m,Skates and Rays,Demersal,3.98,2.55,5.33
2,Vigo,Foreign,Spain,UK,Over10m,Squid,Shellfish,0.05,0.05,0.00
2,Vigo,Foreign,Spain,UK,Over10m,Turbot,Demersal,0.02,0.02,0.16
2,Vigo,Foreign,Spain,UK,Over10m,Witch,Demersal,3.98,3.75,7.27
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Bream,Demersal,0.01,0.01,0.01
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Cuttlefish,Shellfish,0.00,0.00,0.00
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Gurnard,Demersal,0.06,0.06,0.05
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Horse Mackerel,Pelagic,0.49,0.49,0.27
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Mackerel,Pelagic,0.03,0.03,0.04
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Mullet,Demersal,0.10,0.10,0.33
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Other Demersal,Demersal,0.02,0.02,0.00
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Plaice,Demersal,0.01,0.01,0.02
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Skates and Rays,Demersal,0.00,0.00,0.00
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Squid,Shellfish,0.85,0.85,4.99
2,Vlissengen,Foreign,Netherlands,UK,Over10m,Whiting,Demersal,0.19,0.19,0.11
2,Walton-On-Naze,Essex,England,UK,Over10m,Cod,Demersal,0.00,0.00,0.01
2,Walton-On-Naze,Essex,England,UK,Over10m,Crabs,Shellfish,0.00,0.00,0.01
2,Walton-On-Naze,Essex,England,UK,Over10m,Lobsters,Shellfish,0.00,0.00,0.04
2,Walton-On-Naze,Essex,England,UK,Over10m,Skates and Rays,Demersal,0.04,0.02,0.06
2,Warrenpoint,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.09,0.09,0.18
2,Warrenpoint,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.57,0.57,0.58
2,Wells,East Anglia,England,UK,10m&Under,Crabs,Shellfish,1.64,1.64,3.09
2,Wells,East Anglia,England,UK,10m&Under,Lobsters,Shellfish,0.14,0.14,2.18
2,Wells,East Anglia,England,UK,10m&Under,Whelks,Shellfish,100.35,100.35,145.13
2,Wells,East Anglia,England,UK,Over10m,Crabs,Shellfish,0.93,0.93,1.85
2,Wells,East Anglia,England,UK,Over10m,Lobsters,Shellfish,0.32,0.32,4.83
2,Wells,East Anglia,England,UK,Over10m,Whelks,Shellfish,16.27,16.27,24.05
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.01
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Cod,Demersal,0.00,0.00,0.00
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Crabs,Shellfish,0.24,0.23,0.90
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Lemon Sole,Demersal,0.01,0.01,0.03
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Lobsters,Shellfish,0.12,0.12,2.06
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Monks or Anglers,Demersal,0.03,0.01,0.13
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Other Demersal,Demersal,0.56,0.55,0.70
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Other Shellfish,Shellfish,0.04,0.04,0.58
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Plaice,Demersal,0.07,0.07,0.16
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,0.00
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Skates and Rays,Demersal,1.43,0.74,1.85
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Sole,Demersal,0.05,0.04,0.38
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,0.05
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Whelks,Shellfish,16.22,16.22,20.98
2,West Bay,Dorset and Somerset,England,UK,10m&Under,Whiting,Demersal,0.01,0.01,0.00
2,West Bay,Dorset and Somerset,England,UK,Over10m,Bream,Demersal,0.00,0.00,0.00
2,West Bay,Dorset and Somerset,England,UK,Over10m,Brill,Demersal,0.02,0.02,0.27
2,West Bay,Dorset and Somerset,England,UK,Over10m,Cod,Demersal,0.03,0.03,0.10
2,West Bay,Dorset and Somerset,England,UK,Over10m,Cuttlefish,Shellfish,0.00,0.00,0.01
2,West Bay,Dorset and Somerset,England,UK,Over10m,Gurnard,Demersal,0.12,0.12,0.15
2,West Bay,Dorset and Somerset,England,UK,Over10m,Lemon Sole,Demersal,0.65,0.62,2.67
2,West Bay,Dorset and Somerset,England,UK,Over10m,Monks or Anglers,Demersal,0.07,0.02,0.16
2,West Bay,Dorset and Somerset,England,UK,Over10m,Other Demersal,Demersal,1.77,1.71,2.07
2,West Bay,Dorset and Somerset,England,UK,Over10m,Plaice,Demersal,1.25,1.20,2.66
2,West Bay,Dorset and Somerset,England,UK,Over10m,Pollack (Lythe),Demersal,0.02,0.01,0.04
2,West Bay,Dorset and Somerset,England,UK,Over10m,Skates and Rays,Demersal,1.69,1.03,2.40
2,West Bay,Dorset and Somerset,England,UK,Over10m,Sole,Demersal,0.07,0.07,0.74
2,West Bay,Dorset and Somerset,England,UK,Over10m,Squid,Shellfish,0.13,0.13,0.93
2,West Bay,Dorset and Somerset,England,UK,Over10m,Turbot,Demersal,0.15,0.14,2.06
2,West Bay,Dorset and Somerset,England,UK,Over10m,Whiting,Demersal,0.56,0.53,0.62
2,West Burrafirth,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.40,1.40,4.30
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,3.97,3.39,10.72
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,1.14,1.06,2.79
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.17,0.16,1.39
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,0.08,0.07,0.15
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,0.24,0.23,1.04
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.41,0.34,1.36
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,0.13,0.13,0.20
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,1.39,1.39,2.29
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,0.04,0.03,0.05
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.03,0.03,0.22
2,West Burrafirth,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,8.51,8.06,11.08
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,7.13,7.13,27.11
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.23,0.23,4.19
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Other Shellfish,Shellfish,2.70,2.70,24.76
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.64,0.64,2.20
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,5.66,5.66,7.13
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,14.56,8.23,41.28
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,Over10m,Other Shellfish,Shellfish,2.70,2.70,24.76
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,3.00,3.00,8.55
2,West Loch Tarbert,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,0.58,0.52,0.48
2,West Mersea,Essex,England,UK,10m&Under,Cod,Demersal,0.00,0.00,0.01
2,West Mersea,Essex,England,UK,10m&Under,Other Pelagic,Pelagic,0.02,0.02,0.05
2,West Mersea,Essex,England,UK,10m&Under,Other Shellfish,Shellfish,0.45,0.45,1.81
2,West Mersea,Essex,England,UK,10m&Under,Skates and Rays,Demersal,1.16,1.02,2.06
2,West Mersea,Essex,England,UK,10m&Under,Sole,Demersal,0.00,0.00,0.04
2,West Mersea,Essex,England,UK,Over10m,Skates and Rays,Demersal,0.26,0.23,0.48
