Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£)
1,Aberdaran,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.31
1,Aberdeen,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,11.10,11.10,34.08
1,Aberdeen,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,1.00,1.00,18.68
1,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.01,0.01,0.02
1,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.03
1,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.16,0.16,2.86
1,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Scallops,Shellfish,0.13,0.13,0.37
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Crabs,Shellfish,1.93,1.93,5.45
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Lobsters,Shellfish,0.14,0.14,2.10
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Other Shellfish,Shellfish,0.27,0.27,5.69
1,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,29.86,29.86,70.88
1,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.95,0.95,2.93
1,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.34
1,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.06,2.06,13.57
1,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.59,0.59,1.80
1,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.53,1.53,10.12
1,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,0.11,0.11,0.43
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Bass,Demersal,0.07,0.07,0.89
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Cod,Demersal,0.02,0.02,0.07
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Plaice,Demersal,0.00,0.00,0.00
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Skates and Rays,Demersal,1.96,1.74,3.16
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Sole,Demersal,0.01,0.01,0.08
1,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Whiting,Demersal,0.01,0.01,0.00
1,Alesund,Foreign,Norway,UK,Over10m,Herring,Pelagic,2.94,2.94,0.00
1,Alesund,Foreign,Norway,UK,Over10m,Horse Mackerel,Pelagic,19.90,19.90,0.00
1,Alesund,Foreign,Norway,UK,Over10m,Mackerel,Pelagic,4158.27,4158.27,3856.80
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.67,0.58,0.71
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,17.08,17.08,31.29
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.08,0.07,0.11
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.04,0.03,0.31
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.01,0.01,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,2.58,2.58,36.78
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.04,0.03,0.07
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,4.48,3.58,18.06
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.02,0.02,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.01,0.01,0.04
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.01,0.01,0.04
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.03
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whelks,Shellfish,0.04,0.04,0.03
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,0.01,0.01,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.00,0.00,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.10,0.09,0.11
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,10.70,10.70,19.20
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.23,0.23,0.09
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.09,0.08,0.09
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Hake,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.04,0.04,0.36
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.82,0.82,14.04
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,0.09,0.07,0.17
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.00,0.00,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,10.35,7.38,38.82
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.28,0.28,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Sole,Demersal,0.00,0.00,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.01,0.01,0.02
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.02,0.02,0.07
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whelks,Shellfish,0.04,0.04,0.05
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,0.05,0.05,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.00,0.00,0.00
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.02,0.02,0.05
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.36,0.36,7.06
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.14,0.14,2.94
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,1.41,0.52,3.92
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,13.33,13.33,21.04
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,2.77,2.77,5.44
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.48
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.08,0.08,0.08
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.12,0.12,0.40
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.11,0.11,0.37
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.41,0.41,7.62
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.93,1.93,5.93
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.08,0.08,0.54
1,Applecross,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.07,0.07,0.47
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,20.73,20.73,66.97
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,4.79,4.79,89.27
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,0.86,0.53,2.86
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,6.28,6.28,19.19
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.57,0.57,10.68
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,0.57,0.37,1.97
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,11.21,11.21,39.84
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Brill,Demersal,0.00,0.00,0.01
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Haddock,Demersal,0.11,0.09,0.07
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Monks or Anglers,Demersal,0.38,0.31,0.63
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Nephrops,Shellfish,4.63,2.31,12.07
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Skates and Rays,Demersal,0.12,0.11,0.10
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Witch,Demersal,0.05,0.04,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,8.62,8.62,20.99
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.64,0.64,8.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Nephrops,Shellfish,0.16,0.07,0.39
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,3.04,3.04,7.70
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.04,0.04,0.66
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.04,0.04,0.02
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.45,0.41,2.01
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.72,0.61,1.54
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,55.57,55.57,13.16
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,1.07,1.03,0.71
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,5.49,4.88,4.73
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,0.12,0.11,0.14
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.04,0.04,0.23
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.06,0.05,0.06
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,7.48,6.14,16.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,151.45,79.89,411.44
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,0.05,0.05,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.77,0.74,0.56
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Saithe,Demersal,0.03,0.03,0.04
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,24.15,24.15,62.67
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,3.83,3.73,3.29
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.01,0.01,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Squid,Shellfish,0.17,0.17,0.82
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.05,0.04,0.30
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,1.52,1.44,0.99
1,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.72,0.72,2.23
1,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.10,0.10,0.65
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.06
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.22,0.22,1.45
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.02,0.02,0.03
1,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,0.12,0.09,0.38
1,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,2.78,2.78,25.46
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,4.71,3.04,15.99
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,1.35,1.35,12.38
1,Arisaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.63,0.63,2.12
1,Arisaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.06
1,Avoch,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,4.74,4.74,5.97
1,Axmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.01,0.01,0.04
1,Axmouth,Devon,England,UK,10m&Under,Brill,Demersal,0.01,0.01,0.09
1,Axmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.17,0.17,0.41
1,Axmouth,Devon,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,0.00
1,Axmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,1.31
1,Axmouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.00,0.00,0.00
1,Axmouth,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.00,0.00,0.01
1,Axmouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.02,0.02,0.02
1,Axmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.07,0.06,0.23
1,Axmouth,Devon,England,UK,10m&Under,Scallops,Shellfish,1.14,1.14,3.95
1,Axmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.12,0.06,0.09
1,Axmouth,Devon,England,UK,10m&Under,Sole,Demersal,0.18,0.17,2.72
1,Axmouth,Devon,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,0.07
1,Axmouth,Devon,England,UK,10m&Under,Whelks,Shellfish,0.13,0.13,0.17
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,6.52,6.52,21.18
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.18,0.18,3.29
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.76,2.76,18.22
1,Baile Mor (Iona),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.32,0.32,1.17
1,Baile Mor (Iona),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.02
1,Balintore,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.03,0.03,0.09
1,Balintore,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.01
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,3.37,3.37,9.84
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.13,0.13,0.33
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.13,0.13,2.30
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,1.96,1.96,4.36
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,0.91
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.22,0.22,0.22
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.85,0.85,5.58
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Other Shellfish,Shellfish,2.27,2.27,20.85
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,1.63,1.63,2.69
1,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.14,1.14,7.53
1,Bangor,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,22.80,22.80,56.36
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.30,0.30,0.75
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.28
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,8.48,8.48,22.49
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whelks,Shellfish,8.47,8.47,14.19
1,Barra,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.61,0.61,2.54
1,Barra,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.25
1,Barrow,Cumbria,England,UK,10m&Under,Crabs,Shellfish,0.06,0.06,0.10
1,Barrow,Cumbria,England,UK,10m&Under,Lobsters,Shellfish,0.22,0.22,4.28
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.09,0.09,1.80
1,Beer,Devon,England,UK,10m&Under,Bass,Demersal,0.01,0.01,0.11
1,Beer,Devon,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.03
1,Beer,Devon,England,UK,10m&Under,Cod,Demersal,0.03,0.03,0.14
1,Beer,Devon,England,UK,10m&Under,Crabs,Shellfish,0.03,0.03,0.13
1,Beer,Devon,England,UK,10m&Under,Gurnard,Demersal,0.01,0.01,0.00
1,Beer,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.08,0.08,1.44
1,Beer,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.01,0.01,0.00
1,Beer,Devon,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,0.03
1,Beer,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,0.01
1,Beer,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.48,0.31,0.43
1,Beer,Devon,England,UK,10m&Under,Sole,Demersal,0.03,0.03,0.34
1,Beer,Devon,England,UK,10m&Under,Whelks,Shellfish,0.06,0.06,0.08
1,Beer,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.00
1,Beesands,Devon,England,UK,10m&Under,Crabs,Shellfish,0.08,0.08,0.43
1,Beesands,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.05
1,Beesands,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.19,0.09,0.27
1,Belfast,Northern Ireland,Northern Ireland,UK,Over10m,Mackerel,Pelagic,1654.83,1654.83,2217.47
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.08,0.08,0.78
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Cod,Demersal,0.08,0.07,0.29
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,0.01,0.01,0.01
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.48
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.00,0.00,0.01
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.02,0.01,0.04
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.16,0.10,0.17
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.02,0.02,0.21
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,0.04
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.00
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Crabs,Shellfish,0.77,0.77,1.91
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Lobsters,Shellfish,0.10,0.10,1.72
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.67,0.67,2.69
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.82
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.89,0.89,3.55
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.16,0.16,3.00
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.66,0.66,2.86
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.34
1,Bideford,Devon,England,UK,10m&Under,Bass,Demersal,0.05,0.04,0.34
1,Bideford,Devon,England,UK,10m&Under,Dogfish,Demersal,0.00,0.01,0.01
1,Bideford,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.21,0.18,0.18
1,Bideford,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.06,0.06,0.13
1,Bideford,Devon,England,UK,10m&Under,Whelks,Shellfish,1.36,1.36,1.78
1,Bideford,Devon,England,UK,Over10m,Bass,Demersal,0.00,0.00,0.01
1,Bideford,Devon,England,UK,Over10m,Brill,Demersal,0.01,0.01,0.11
1,Bideford,Devon,England,UK,Over10m,Cod,Demersal,0.01,0.01,0.05
1,Bideford,Devon,England,UK,Over10m,Gurnard,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Haddock,Demersal,0.09,0.08,0.18
1,Bideford,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Ling,Demersal,0.01,0.01,0.01
1,Bideford,Devon,England,UK,Over10m,Plaice,Demersal,0.07,0.06,0.18
1,Bideford,Devon,England,UK,Over10m,Skates and Rays,Demersal,5.58,2.67,9.04
1,Bideford,Devon,England,UK,Over10m,Sole,Demersal,0.10,0.09,1.31
1,Bideford,Devon,England,UK,Over10m,Turbot,Demersal,0.04,0.03,0.59
1,Bideford,Devon,England,UK,Over10m,Whiting,Demersal,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.05,0.05,0.19
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.27,0.23,0.27
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,1.14,1.14,2.10
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Gurnard,Demersal,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.17,0.15,0.12
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.00,0.00,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.09,0.09,0.83
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.04,0.04,0.04
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.52,0.52,10.24
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.19,0.16,0.42
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,18.09,13.53,64.33
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Shellfish,Shellfish,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.09,0.08,0.07
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Skates and Rays,Demersal,0.08,0.07,0.03
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.05,0.04,0.17
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.08,0.08,0.31
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.09,0.09,0.51
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,0.41,0.41,0.24
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.01,0.01,0.04
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.82,0.70,0.86
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,28.51,28.51,54.39
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.02,0.02,0.02
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.20,0.17,0.13
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Hake,Demersal,0.02,0.02,0.02
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.09,0.09,0.75
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lemon Sole,Demersal,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,2.65,2.65,52.28
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,0.35,0.28,0.44
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.03,0.03,0.07
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,36.61,25.98,134.15
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.25,0.25,0.00
