Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,11.63,10.53,54.65
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.01,0.01,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.02,0.02,0.01
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Sole,Demersal,0.00,0.00,0.00
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.46,0.46,0.69
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.01,0.01,0.05
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,0.39,0.39,0.30
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.01,0.01,0.01
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.30,0.30,0.33
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.10,0.10,1.60
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.26,0.26,5.22
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,1.22,1.22,1.06
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,4.55,4.55,3.96
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,4.80,4.50,4.74
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.88,0.88,10.09
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.54,0.54,8.71
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.12,0.12,0.06
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.33,0.33,0.60
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.79,0.79,12.76
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,0.37,0.37,0.69
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.23,0.23,0.32
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.08,0.08,0.87
1,Appledore,Devon,England,UK,Over10m,Crabs,Shellfish,0.87,0.87,1.19
1,Appledore,Devon,England,UK,Over10m,Lobsters,Shellfish,0.07,0.07,0.99
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.24,0.24,0.53
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,10.59,10.59,14.94
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,1.39,1.39,22.15
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,0.47,0.47,0.88
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.19,0.19,3.11
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Herring,Pelagic,64.51,64.51,16.93
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.35,0.35,0.43
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.46
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.04,0.04,0.17
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.08,0.07,0.11
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,8.05,8.05,0.97
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,0.01,0.01,0.01
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.03,0.02,0.03
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Mackerel,Pelagic,278.09,278.09,177.67
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,0.18,0.14,0.50
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,63.09,36.76,163.80
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.38,0.36,0.13
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,11.15,11.15,23.28
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,1.97,1.75,2.84
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.01,0.01,0.07
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Squid,Shellfish,0.03,0.03,0.10
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.02,0.02,0.13
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Whiting,Demersal,0.18,0.16,0.13
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.04,0.04,0.05
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.02,0.02,0.03
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.13,0.13,1.47
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.00,0.00,0.10
1,Ardrishaig,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.22,0.14,0.79
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,1.38,0.85,4.18
1,Avoch,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.10,0.10,0.25
1,Avoch,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.22
1,Axmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.12,0.12,0.17
1,Axmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.05
1,Axmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.05,0.05,0.18
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,7.59,7.59,10.26
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.12
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.02,0.02,0.24
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,4.80,4.80,9.00
1,Ballydorn,Northern Ireland,Northern Ireland,UK,10m&Under,Nephrops,Shellfish,0.04,0.04,0.48
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.08,0.08,0.15
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.12,0.12,1.33
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,1.20,1.20,2.23
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.20,0.20,3.24
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.55,0.55,5.38
1,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.61,0.61,6.03
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,1.01,1.01,1.32
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,0.91
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,1.36,1.36,2.71
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,25.15,25.15,55.42
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whelks,Shellfish,2.66,2.66,2.66
1,Barra,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.26,0.26,0.48
1,Barrow,Cumbria,England,UK,10m&Under,Lobsters,Shellfish,0.09,0.09,1.30
1,Barrow,Cumbria,England,UK,Over10m,Scallops,Shellfish,17.86,17.86,10.25
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.08,0.08,1.35
1,Beer,Devon,England,UK,10m&Under,Bass,Demersal,0.08,0.08,0.45
1,Beer,Devon,England,UK,10m&Under,Crabs,Shellfish,0.20,0.20,0.33
1,Beer,Devon,England,UK,10m&Under,Dogfish,Demersal,0.05,0.05,0.02
1,Beer,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.03
1,Beer,Devon,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.00
1,Beer,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.10,0.15,0.17
1,Beer,Devon,England,UK,10m&Under,Sole,Demersal,0.03,0.03,0.35
1,Beesands,Devon,England,UK,10m&Under,Crabs,Shellfish,0.75,0.75,2.24
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.03,0.03,0.16
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Cod,Demersal,0.21,0.18,0.53
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,0.01,0.01,0.04
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Dogfish,Demersal,0.01,0.01,0.03
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.25
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.00
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Other Shellfish,Shellfish,0.01,0.01,0.11
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,0.02
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.10,0.09,0.22
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.07,0.03,0.08
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.04,0.04,0.29
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Crabs,Shellfish,1.59,1.59,2.40
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Lobsters,Shellfish,0.16,0.16,2.43
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.58,2.58,9.15
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.01
1,Benbecula,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.25,1.25,1.25
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.06,0.06,0.15
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.17
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.17,0.17,1.56
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.65,0.65,0.78
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.08,0.08,1.32
1,Bideford,Devon,England,UK,10m&Under,Bass,Demersal,0.22,0.22,1.21
1,Bideford,Devon,England,UK,10m&Under,Cod,Demersal,0.30,0.26,0.40
1,Bideford,Devon,England,UK,10m&Under,Crabs,Shellfish,0.29,0.29,0.37
1,Bideford,Devon,England,UK,10m&Under,Dogfish,Demersal,0.29,0.21,0.06
1,Bideford,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.78
1,Bideford,Devon,England,UK,10m&Under,Mullet,Demersal,0.67,0.59,0.59
1,Bideford,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.02,0.02,0.01
1,Bideford,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.02,0.02,0.04
1,Bideford,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.04,0.03,0.09
1,Bideford,Devon,England,UK,10m&Under,Whiting,Demersal,0.07,0.06,0.04
1,Bideford,Devon,England,UK,Over10m,Bass,Demersal,0.01,0.01,0.07
1,Bideford,Devon,England,UK,Over10m,Brill,Demersal,0.01,0.01,0.06
1,Bideford,Devon,England,UK,Over10m,Cod,Demersal,0.12,0.10,0.31
1,Bideford,Devon,England,UK,Over10m,Dogfish,Demersal,0.32,0.32,0.06
1,Bideford,Devon,England,UK,Over10m,Gurnard,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Haddock,Demersal,0.17,0.14,0.21
1,Bideford,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Ling,Demersal,0.01,0.01,0.01
1,Bideford,Devon,England,UK,Over10m,Megrim,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.00,0.00,0.00
1,Bideford,Devon,England,UK,Over10m,Other Demersal,Demersal,0.37,0.30,0.24
1,Bideford,Devon,England,UK,Over10m,Plaice,Demersal,0.03,0.03,0.03
1,Bideford,Devon,England,UK,Over10m,Pollack (Lythe),Demersal,0.00,0.00,0.01
1,Bideford,Devon,England,UK,Over10m,Skates and Rays,Demersal,3.92,1.87,5.99
1,Bideford,Devon,England,UK,Over10m,Sole,Demersal,0.05,0.05,0.46
1,Bideford,Devon,England,UK,Over10m,Squid,Shellfish,0.00,0.00,0.02
1,Bideford,Devon,England,UK,Over10m,Turbot,Demersal,0.04,0.04,0.29
1,Bideford,Devon,England,UK,Over10m,Whiting,Demersal,0.17,0.15,0.08
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Bass,Demersal,0.00,0.00,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.03,0.03,0.08
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,5.96,5.10,5.25
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,3.51,3.51,4.04
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Gurnard,Demersal,0.03,0.03,0.02
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.46,0.40,0.64
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.03,0.02,0.18
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.10,0.09,0.10
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.01,0.01,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.63,0.63,10.69
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.11,0.09,0.18
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,11.99,11.99,46.34
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.27,0.26,0.14
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Pollack (Lythe),Demersal,0.01,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Skates and Rays,Demersal,0.02,0.02,0.02
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.09,0.08,0.27
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.32,0.32,0.62
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.04,0.04,0.21
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,9.98,9.98,7.92
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.01,0.01,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.00,0.00,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,1.03,0.88,1.11
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,0.37,0.37,0.40
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.78,0.77,0.32
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,1.06,0.91,1.63
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Hake,Demersal,0.02,0.02,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.02,0.02,0.26
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lemon Sole,Demersal,0.11,0.11,0.11
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.02,0.02,0.01
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.08,0.08,1.35
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,2.06,1.70,4.13
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.19,0.19,0.06
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,81.71,68.69,311.09
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.40,0.36,0.11
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.38,0.37,0.26
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Saithe,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Skates and Rays,Demersal,0.00,0.00,0.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Sole,Demersal,0.01,0.01,0.02
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,2.44,2.44,5.25
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.03,0.03,0.16
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,8.52,8.43,8.72
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.13,0.13,0.10
1,Bognor Regis,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.17,0.17,2.41
1,Boston,Lincolnshire,England,UK,Over10m,Shrimps and Prawns,Shellfish,0.94,0.94,1.87
1,Boulogne,Foreign,France,UK,Over10m,Bass,Demersal,9.64,9.63,69.28
1,Boulogne,Foreign,France,UK,Over10m,Bream,Demersal,5.78,5.78,6.56
1,Boulogne,Foreign,France,UK,Over10m,Brill,Demersal,0.11,0.10,0.56
1,Boulogne,Foreign,France,UK,Over10m,Cod,Demersal,4.74,4.05,10.80
1,Boulogne,Foreign,France,UK,Over10m,Crabs,Shellfish,0.01,0.01,0.03
1,Boulogne,Foreign,France,UK,Over10m,Cuttlefish,Shellfish,2.94,2.94,8.86
1,Boulogne,Foreign,France,UK,Over10m,Dogfish,Demersal,0.13,0.13,0.10
1,Boulogne,Foreign,France,UK,Over10m,Gurnard,Demersal,59.71,59.68,89.78
1,Boulogne,Foreign,France,UK,Over10m,Haddock,Demersal,1.08,1.08,1.28
1,Boulogne,Foreign,France,UK,Over10m,Hake,Demersal,0.00,0.00,0.00
1,Boulogne,Foreign,France,UK,Over10m,Horse Mackerel,Pelagic,6.26,6.26,5.52
1,Boulogne,Foreign,France,UK,Over10m,Lemon Sole,Demersal,0.59,0.58,2.46
1,Boulogne,Foreign,France,UK,Over10m,Ling,Demersal,0.19,0.17,0.21
1,Boulogne,Foreign,France,UK,Over10m,Mackerel,Pelagic,0.68,0.68,2.48
1,Boulogne,Foreign,France,UK,Over10m,Monks or Anglers,Demersal,0.16,0.13,0.58
1,Boulogne,Foreign,France,UK,Over10m,Mullet,Demersal,45.06,45.06,180.57
1,Boulogne,Foreign,France,UK,Over10m,Other Demersal,Demersal,24.38,24.30,15.83
1,Boulogne,Foreign,France,UK,Over10m,Plaice,Demersal,15.38,15.12,15.15
1,Boulogne,Foreign,France,UK,Over10m,Pollack (Lythe),Demersal,0.22,0.19,0.63
1,Boulogne,Foreign,France,UK,Over10m,Saithe,Demersal,0.04,0.04,0.16
1,Boulogne,Foreign,France,UK,Over10m,Skates and Rays,Demersal,4.99,4.99,10.80
1,Boulogne,Foreign,France,UK,Over10m,Sole,Demersal,0.02,0.02,0.16
1,Boulogne,Foreign,France,UK,Over10m,Squid,Shellfish,81.89,81.89,351.40
