Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
4,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,3.78,3.74,2.47
4,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.12,0.11,0.05
4,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.16,0.16,0.16
4,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.29,0.29,3.58
4,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,14.09,14.09,15.49
4,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,0.66,0.66,0.26
4,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,63.82,63.82,61.70
4,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,5.04,4.66,4.93
4,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,1.29,1.29,13.65
4,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.09,0.09,1.29
4,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.03,0.03,0.03
4,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.17,0.17,0.44
4,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.63,0.63,8.11
4,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.69,1.69,4.28
4,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.18,1.18,1.68
4,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.21,0.21,1.92
4,Applecross,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.14,0.14,1.27
4,Applecross,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,3.08,3.08,7.20
4,Appledore,Devon,England,UK,Over10m,Crabs,Shellfish,0.46,0.46,0.38
4,Appledore,Devon,England,UK,Over10m,Lobsters,Shellfish,0.11,0.11,1.49
4,Appledore,Devon,England,UK,Over10m,Whelks,Shellfish,10.61,10.61,10.68
4,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.13,0.13,0.28
4,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,7.00,7.00,11.98
4,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,5.94,5.94,74.81
4,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.27,1.22,4.70
4,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,0.34,0.34,0.62
4,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.51,0.51,6.46
4,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.02,0.02,0.05
4,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,1.28,0.88,3.93
4,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,11.04,11.04,25.82
4,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Skates and Rays,Demersal,0.01,0.01,0.01
4,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,1.56,1.56,2.37
4,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.16,0.16,1.94
4,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.07,0.07,0.70
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.18,0.17,0.57
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,1.54,1.32,1.87
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,3.42,3.42,0.47
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.04,0.04,0.02
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,5.84,5.41,4.81
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,0.12,0.11,0.17
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.05,0.05,0.05
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.47,0.41,0.28
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,2.17,1.78,3.75
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,165.94,83.18,348.01
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,0.01,0.01,0.01
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.30,0.29,0.09
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Pollack (Lythe),Demersal,0.31,0.27,0.37
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,6.36,6.36,13.28
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,3.27,2.91,2.00
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.21,0.20,0.93
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.07,0.07,0.52
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Whiting,Demersal,0.49,0.46,0.27
4,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,1.59,1.51,1.27
4,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.41,0.41,0.50
4,Ardnamurchan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.21,0.21,1.97
4,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.04,0.04,0.04
4,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,0.05
4,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.15,0.15,1.85
4,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.05,0.05,0.03
4,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.01,0.01,0.02
4,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.13
4,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.58,0.83,3.46
4,Ardrossan,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,12.34,12.34,68.04
4,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,17.66,11.81,58.28
4,Avoch,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.31,1.31,3.03
4,Avoch,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.09,0.09,1.27
4,Axmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.00,0.00,0.01
4,Axmouth,Devon,England,UK,10m&Under,Brill,Demersal,0.01,0.01,0.00
4,Axmouth,Devon,England,UK,10m&Under,Cod,Demersal,0.04,0.04,0.09
4,Axmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.61,0.61,0.91
4,Axmouth,Devon,England,UK,10m&Under,Cuttlefish,Shellfish,0.00,0.00,0.01
4,Axmouth,Devon,England,UK,10m&Under,Ling,Demersal,0.00,0.00,0.00
4,Axmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.31
4,Axmouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.02,0.02,0.03
4,Axmouth,Devon,England,UK,10m&Under,Plaice,Demersal,0.02,0.02,0.05
4,Axmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.38,0.33,0.97
4,Axmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.01,0.00,0.01
4,Axmouth,Devon,England,UK,10m&Under,Sole,Demersal,0.00,0.00,0.00
4,Axmouth,Devon,England,UK,10m&Under,Whelks,Shellfish,1.98,1.98,1.78
4,Axmouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.00
4,Ayr,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.17,0.60,2.40
4,Ayr,South Western Scotland,Scotland,UK,10m&Under,Whelks,Shellfish,1.87,1.87,1.59
4,Back,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,20.55,20.55,21.58
4,Back,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.44,2.44,18.00
4,Back,Highlands and Islands,Scotland,UK,10m&Under,Other Shellfish,Shellfish,1.60,1.60,5.61
4,Bagillt,East Wales,Wales,UK,10m&Under,Bass,Demersal,0.03,0.03,0.20
4,Bagillt,East Wales,Wales,UK,10m&Under,Cod,Demersal,0.05,0.05,0.12
4,Bagillt,East Wales,Wales,UK,10m&Under,Mullet,Demersal,0.05,0.05,0.11
4,Bagillt,East Wales,Wales,UK,10m&Under,Plaice,Demersal,0.11,0.10,0.12
4,Bagillt,East Wales,Wales,UK,10m&Under,Skates and Rays,Demersal,0.02,0.02,0.02
4,Bagillt,East Wales,Wales,UK,10m&Under,Sole,Demersal,0.01,0.01,0.08
4,Balintore,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.09,0.09,0.19
4,Balintore,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.59
4,Ballycastle,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.03,0.03,0.03
4,Ballycastle,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,0.24
4,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Crabs,Shellfish,2.65,2.65,2.65
4,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Lobsters,Shellfish,0.43,0.43,5.14
4,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,20.89,20.89,34.73
4,Ballydorn,Northern Ireland,Northern Ireland,UK,10m&Under,Nephrops,Shellfish,0.42,0.42,4.25
4,Ballyglass,Foreign,Ireland,UK,10m&Under,Crabs,Shellfish,35.20,35.20,39.60
4,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.42,0.42,0.55
4,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.29,0.29,3.16
4,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,2.88,2.88,3.60
4,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.37,0.37,3.74
4,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,2.39,2.39,2.39
4,Baltasound,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.09,2.09,3.24
4,Baltasound,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.18,0.18,2.02
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,4.84,4.14,10.38
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,17.14,14.72,39.60
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,0.10,0.09,0.24
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,0.02,0.02,0.14
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.11,0.10,0.48
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,0.35,0.31,0.47
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,0.04,0.04,0.14
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.05,0.04,0.15
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,0.20,0.17,0.33
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,0.22,0.21,0.34
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,0.04,0.03,0.11
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,1.24,1.05,0.95
4,Baltasound,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,8.02,7.73,12.85
4,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.30,0.30,0.63
4,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,0.91
4,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.05,0.05,0.42
4,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,3.08,3.08,26.26
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,1.34,1.34,1.55
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.06,0.06,0.64
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.01,0.01,0.03
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.03,0.03,0.13
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.19,0.16,0.32
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,0.39,0.35,0.33
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,0.01,0.01,0.01
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Halibut,Demersal,0.00,0.00,0.02
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.17,0.17,0.17
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.08,0.07,0.04
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,0.73,0.60,1.12
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,10.06,5.36,26.66
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.05,0.05,0.01
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Pollack (Lythe),Demersal,0.02,0.02,0.03
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,15.30,15.30,26.98
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,0.12,0.11,0.04
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.03,0.02,0.12
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.08,0.08,0.76
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whelks,Shellfish,9.12,9.12,9.12
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whiting,Demersal,0.10,0.10,0.09
4,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.12,0.11,0.06
4,Barmouth,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.11,0.11,1.24
4,Barmouth,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.22,0.22,4.29
4,Barra,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.90,1.90,3.04
4,Barra,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.29,0.29,3.33
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,0.06,0.06,0.08
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,0.01,0.01,0.01
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,0.00,0.00,0.00
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.38,0.31,0.68
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,3.84,2.94,13.81
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,0.31,0.27,0.19
4,Barra,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.05,0.05,0.04
4,Barrow,Cumbria,England,UK,10m&Under,Lobsters,Shellfish,0.49,0.49,6.54
4,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.65,0.65,0.72
4,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.10,0.10,1.34
4,Beer,Devon,England,UK,10m&Under,Bass,Demersal,0.08,0.08,0.63
4,Beer,Devon,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.01
4,Beer,Devon,England,UK,10m&Under,Cod,Demersal,0.16,0.13,0.29
4,Beer,Devon,England,UK,10m&Under,Crabs,Shellfish,0.58,0.58,1.03
4,Beer,Devon,England,UK,10m&Under,Dogfish,Demersal,0.14,0.14,0.14
4,Beer,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.38
4,Beer,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.03,0.03,0.03
4,Beer,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.03,0.02,0.03
4,Beer,Devon,England,UK,10m&Under,Plaice,Demersal,0.11,0.10,0.17
4,Beer,Devon,England,UK,10m&Under,Skates and Rays,Demersal,1.20,0.68,1.31
4,Beer,Devon,England,UK,10m&Under,Sole,Demersal,0.09,0.09,0.32
4,Beer,Devon,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.14
4,Beer,Devon,England,UK,10m&Under,Whelks,Shellfish,0.03,0.03,0.03
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.04,0.04,0.42
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bream,Demersal,0.08,0.08,0.34
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Cod,Demersal,0.00,0.00,0.00
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,0.15,0.15,0.34
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Dogfish,Demersal,0.01,0.00,0.01
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Mackerel,Pelagic,0.00,0.00,0.00
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Mullet,Demersal,0.00,0.00,0.01
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Other Shellfish,Shellfish,0.00,0.00,0.02
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.00,0.00,0.00
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.01,0.01,0.04
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.07,0.04,0.09
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.00,0.00,0.00
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Whelks,Shellfish,0.05,0.05,0.07
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Crabs,Shellfish,0.39,0.39,0.86
4,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Lobsters,Shellfish,0.04,0.04,0.62
4,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,3.77,3.77,10.00
4,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.13,0.13,1.66
4,Benbecula,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.05,1.05,1.05
4,Benbecula,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.08,1.08,9.54
4,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.70,0.70,1.56
4,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.42
4,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.10,0.10,0.79
4,Bernera (Lewis),Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.30,0.30,0.42
4,Bernera (Lewis),Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.01,0.01,0.14
4,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.65,0.65,1.99
4,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.15
4,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.65,0.65,5.02
4,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.56,0.56,0.56
4,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.16,0.16,1.80
4,Bideford,Devon,England,UK,10m&Under,Bass,Demersal,0.03,0.03,0.28
4,Bideford,Devon,England,UK,10m&Under,Brill,Demersal,0.01,0.01,0.03
4,Bideford,Devon,England,UK,10m&Under,Cod,Demersal,0.03,0.02,0.06
4,Bideford,Devon,England,UK,10m&Under,Crabs,Shellfish,0.13,0.13,0.18
4,Bideford,Devon,England,UK,10m&Under,Cuttlefish,Shellfish,0.02,0.02,0.05
4,Bideford,Devon,England,UK,10m&Under,Dogfish,Demersal,0.01,0.01,0.00
4,Bideford,Devon,England,UK,10m&Under,Gurnard,Demersal,0.01,0.01,0.00
4,Bideford,Devon,England,UK,10m&Under,Haddock,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,10m&Under,Lemon Sole,Demersal,0.01,0.01,0.02
4,Bideford,Devon,England,UK,10m&Under,Ling,Demersal,0.01,0.01,0.01
4,Bideford,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.36,0.36,4.85
4,Bideford,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.04,0.01,0.11
4,Bideford,Devon,England,UK,10m&Under,Mullet,Demersal,0.01,0.00,0.01
4,Bideford,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.61,0.46,0.34
4,Bideford,Devon,England,UK,10m&Under,Plaice,Demersal,0.18,0.17,0.16
4,Bideford,Devon,England,UK,10m&Under,Skates and Rays,Demersal,3.68,1.78,4.96
4,Bideford,Devon,England,UK,10m&Under,Sole,Demersal,0.10,0.10,0.47
4,Bideford,Devon,England,UK,10m&Under,Squid,Shellfish,0.00,0.00,0.01
4,Bideford,Devon,England,UK,10m&Under,Turbot,Demersal,0.10,0.09,0.62
4,Bideford,Devon,England,UK,10m&Under,Whelks,Shellfish,1.63,1.63,1.57
4,Bideford,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,Over10m,Bass,Demersal,0.19,0.19,1.26
4,Bideford,Devon,England,UK,Over10m,Bream,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,Over10m,Brill,Demersal,0.01,0.01,0.04
4,Bideford,Devon,England,UK,Over10m,Cod,Demersal,0.04,0.04,0.09
4,Bideford,Devon,England,UK,Over10m,Cuttlefish,Shellfish,0.00,0.00,0.01
4,Bideford,Devon,England,UK,Over10m,Dogfish,Demersal,3.94,3.94,0.70
4,Bideford,Devon,England,UK,Over10m,Gurnard,Demersal,0.03,0.03,0.01
4,Bideford,Devon,England,UK,Over10m,Haddock,Demersal,0.06,0.05,0.06
4,Bideford,Devon,England,UK,Over10m,Hake,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,Over10m,Ling,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,Over10m,Lobsters,Shellfish,0.07,0.07,1.01
4,Bideford,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.02,0.01,0.07
4,Bideford,Devon,England,UK,Over10m,Mullet,Demersal,0.00,0.00,0.00
4,Bideford,Devon,England,UK,Over10m,Other Demersal,Demersal,0.79,0.58,0.37
4,Bideford,Devon,England,UK,Over10m,Plaice,Demersal,0.12,0.12,0.10
4,Bideford,Devon,England,UK,Over10m,Skates and Rays,Demersal,7.70,6.68,10.57
4,Bideford,Devon,England,UK,Over10m,Sole,Demersal,0.04,0.04,0.18
4,Bideford,Devon,England,UK,Over10m,Squid,Shellfish,0.00,0.00,0.02
4,Bideford,Devon,England,UK,Over10m,Turbot,Demersal,0.02,0.02,0.18
4,Bideford,Devon,England,UK,Over10m,Whelks,Shellfish,3.74,3.74,3.74
4,Bideford,Devon,England,UK,Over10m,Whiting,Demersal,0.00,0.00,0.00
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Bass,Demersal,0.00,0.00,0.00
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.03,0.03,0.09
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,1.59,1.37,1.31
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.58,0.58,0.64
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.13,0.11,0.12
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.02,0.02,0.09
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.26,0.25,0.25
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.02,0.02,0.01
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.44,0.44,6.05
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.12,0.10,0.21
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,4.21,4.21,17.30
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.02,0.02,0.01
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.53,0.50,0.26
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.01,0.01,0.03
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.02,0.02,0.04
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.06,0.06,0.22
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,2.96,2.96,1.82
4,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.01,0.01,0.00
4,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.00,0.00,0.00
4,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,1.79,1.53,2.11
4,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,4.12,4.12,4.52
