Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£),
6,Wick,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,7.5667,7.5667,15.73564,
6,Wick,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.13,0.13,1.43243,
6,Wick,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,12.285,12.285,12.85487,
6,Wick,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,3.422,3.422,6.66088,
6,Wick,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.069,0.069,0.78612,
6,Wick,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.048,0.048,0.264,
6,Winterton,East Anglia,England,UK,10m&Under,Crabs,Shellfish,2.984,2.984,3.2379,
6,Winterton,East Anglia,England,UK,10m&Under,Lobsters,Shellfish,0.1141,0.1141,1.135,
6,Withernsea,East Riding and North Lincolnshire,England,UK,10m&Under,Crabs,Shellfish,0.0549,0.0549,0.08283,
6,Withernsea,East Riding and North Lincolnshire,England,UK,10m&Under,Lobsters,Shellfish,0.0273,0.0273,0.32418,
6,Wivenhoe,Essex,England,UK,10m&Under,Bass,Demersal,0.0197,0.0197,0.1419,
6,Wivenhoe,Essex,England,UK,10m&Under,Brill,Demersal,0.0009,0.0009,0.0025,
6,Wivenhoe,Essex,England,UK,10m&Under,Cod,Demersal,0.1204,0.103,0.412,
6,Wivenhoe,Essex,England,UK,10m&Under,Gurnard,Demersal,0.0004,0.0004,0.0004,
6,Wivenhoe,Essex,England,UK,10m&Under,Lobsters,Shellfish,0.0019,0.0019,0.018,
6,Wivenhoe,Essex,England,UK,10m&Under,Other Demersal,Demersal,0.025,0.025,0.001,
6,Wivenhoe,Essex,England,UK,10m&Under,Plaice,Demersal,0.0042,0.0041,0.0041,
6,Wivenhoe,Essex,England,UK,10m&Under,Skates and Rays,Demersal,0.8966,0.794,0.85723,
6,Wivenhoe,Essex,England,UK,10m&Under,Sole,Demersal,2.3662,2.276,16.906,
6,Wivenhoe,Essex,England,UK,10m&Under,Turbot,Demersal,0.0007,0.0007,0.0021,
6,Wivenhoe,Essex,England,UK,10m&Under,Whiting,Demersal,0.0094,0.008,0.008,
6,Wivenhoe,Essex,England,UK,Over10m,Skates and Rays,Demersal,0.0313,0.015,0.05715,
6,Wivenhoe,Essex,England,UK,Over10m,Sole,Demersal,0.036,0.036,0.26244,
6,Workington,Cumbria,England,UK,10m&Under,Cod,Demersal,0.001,0.0008,0.0025,
6,Workington,Cumbria,England,UK,10m&Under,Crabs,Shellfish,0.0067,0.0026,0.04,
6,Workington,Cumbria,England,UK,10m&Under,Lobsters,Shellfish,0.3777,0.3777,3.8437,
6,Workington,Cumbria,England,UK,10m&Under,Mackerel,Pelagic,0.0033,0.0033,0.008,
6,Workington,Cumbria,England,UK,10m&Under,Other Demersal,Demersal,0.0005,0.0005,0.0009,
6,Workington,Cumbria,England,UK,10m&Under,Skates and Rays,Demersal,0.0257,0.0122,0.01,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,0.001,0.001,0.008,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Bream,Demersal,0.01,0.01,0.0231,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Dogfish,Demersal,0.082,0.082,0.03936,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Gurnard,Demersal,0.002,0.002,0.00294,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Mackerel,Pelagic,0.002,0.002,0.00396,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Mullet,Demersal,0.09,0.09,0.2511,
6,Worthing,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.147,0.147,0.10934,
6,Yell and Fetlar,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.428,0.428,0.79223,
7,Aberdaran,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.3576,0.3576,0.6258,
7,Aberdaran,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,2.2798,2.2798,26.72385,
7,Aberdeen,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,3.72,3.72,6.69392,
7,Aberdeen,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.422,0.422,5.07024,
7,Aberdeen,North Eastern Scotland,Scotland,UK,10m&Under,Mackerel,Pelagic,0.239,0.239,0.2629,
7,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Dogfish,Demersal,0.088,0.088,0.022,
7,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Haddock,Demersal,0.0468,0.04,0.02,
7,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.021,0.021,0.195,
7,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Mackerel,Pelagic,1.577,1.577,1.7185,
7,Aberdeen,North Eastern Scotland,Scotland,UK,Over10m,Squid,Shellfish,17.054,17.054,73.89715,
7,Aberdovey,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.1001,0.1001,0.13805,
7,Aberdovey,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.5501,0.5501,7.52546,
7,Abersoch,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.1005,0.1005,0.17587,
7,Abersoch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,1.1257,1.1257,13.16615,
7,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,3.462,3.462,2.6568,
7,Aberystwyth,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.3029,0.3029,3.73743,
7,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Crabs,Shellfish,20.6335,20.6335,17.74216,
7,Aberystwyth,West Wales and the Valleys,Wales,UK,Over10m,Lobsters,Shellfish,3.5557,3.5557,43.02917,
7,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.3337,0.3337,0.57513,
7,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.171,0.171,2.02965,
7,Achiltibuie,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.4969,2.4969,23.82557,
7,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.2111,0.2111,0.39392,
7,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.0518,0.0518,0.61269,
7,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.1861,1.1861,10.30954,
7,Achiltibuie,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,1.189,1.189,4.756,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Cod,Demersal,0.2387,0.204,0.59301,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.078,1.078,1.90221,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Haddock,Demersal,0.0374,0.032,0.05472,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Lemon Sole,Demersal,0.0399,0.038,0.0912,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.131,0.131,1.55891,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Mackerel,Pelagic,2,2,1.352,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Monks or Anglers,Demersal,0.0317,0.026,0.04888,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Plaice,Demersal,0.3539,0.337,0.43201,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Skates and Rays,Demersal,0.13,0.13,0.1183,
7,Aith,Highlands and Islands,Scotland,UK,10m&Under,Turbot,Demersal,0.0098,0.009,0.08559,
7,Akureyri,Foreign,Iceland,UK,Over10m,Cod,Demersal,389.0938,332.5586,543.92469,
7,Akureyri,Foreign,Iceland,UK,Over10m,Halibut,Demersal,0.2357,0.205,0.16038,
7,Akureyri,Foreign,Iceland,UK,Over10m,Other Demersal,Demersal,67.0941,66.0386,3.50359,
7,Akureyri,Foreign,Iceland,UK,Over10m,Saithe,Demersal,4.8245,4.0198,3.18265,
7,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Bass,Demersal,0.005,0.005,0.05,
7,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Crabs,Shellfish,0.753,0.753,1.975,
7,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Lobsters,Shellfish,0.856,0.856,10.765,
7,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Skates and Rays,Demersal,0.1367,0.121,0.48,
7,Aldeburgh and Orford,East Anglia,England,UK,10m&Under,Sole,Demersal,0.0249,0.024,0.2,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.0003,0.0003,0.0009,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.3053,0.264,0.309,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,6.0123,6.0123,9.90321,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,5.3242,5.3242,55.31833,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.0036,0.003,0.006,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,2.944,2.944,9.65605,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Pollack (Lythe),Demersal,0.05,0.05,0.2,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Saithe,Demersal,0.007,0.007,0.006069,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.0019,0.0019,0.0079,
7,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.002,0.002,0.004,
