Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,7.37,6.25,30584.36
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.01,0.01,29.30
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.06,0.06,27.50
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Pollack (Lythe),Demersal,0.03,0.03,69.00
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.00,0.00,15.20
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.11,0.11,207.46
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.02,0.02,51.30
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whelks,Shellfish,0.06,0.06,46.06
1,Amble,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,0.43,0.39,412.77
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.01,0.01,5.25
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,3.11,3.11,3737.27
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.21,0.18,221.40
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.02,0.02,189.60
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.21,0.21,3680.16
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,0.22,0.18,464.30
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.00,0.00,0.30
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,8.63,6.82,38621.68
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.22,0.22,598.67
1,Amble,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,0.05,0.05,22.50
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.22,0.22,3633.10
1,Amlwch,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,24.14,24.14,28970.40
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,31.91,31.91,53752.67
1,Amlwch,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,10.23,10.23,12274.80
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,8.08,7.73,8012.50
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.50,0.50,5370.00
1,Annalong,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.24,0.24,199.00
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.53,1.53,3856.78
1,Anstruther,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.47,0.47,8588.15
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.01,2.01,3112.40
1,Applecross,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.02,0.02,125.60
1,Applecross,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.01,0.01,70.96
1,Appledore,Devon,England,UK,Over10m,Crabs,Shellfish,0.13,0.13,173.70
1,Appledore,Devon,England,UK,Over10m,Lobsters,Shellfish,0.04,0.04,572.65
1,Appledore,Devon,England,UK,Over10m,Whelks,Shellfish,7.22,7.22,8682.00
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,17.39,17.39,31416.88
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,3.90,3.90,71635.39
1,Arbroath,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,0.36,0.26,1406.29
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,0.85,0.85,2518.63
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.17,0.17,3044.41
1,Arbroath,Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,7.25,7.25,18779.30
1,Ardentinny,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.05,0.05,343.52
1,Ardglass,Northern Ireland,Northern Ireland,Ireland,Over10m,Mackerel,Pelagic,289.10,289.10,234013.40
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.36,0.36,549.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,310.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,0.42,0.42,1222.40
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.45,0.42,982.15
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.68,0.58,1106.49
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,1.01,1.01,936.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.21,0.20,106.95
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,3.12,3.11,2325.61
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,0.04,0.03,45.01
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Lemon Sole,Demersal,0.00,0.00,3.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.02,0.01,10.60
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,2.59,2.12,4282.09
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Nephrops,Shellfish,74.00,37.49,198397.56
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,0.04,0.03,52.50
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Plaice,Demersal,0.12,0.12,57.75
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Pollack (Lythe),Demersal,0.01,0.01,15.00
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,36.93,36.93,123310.02
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,0.52,0.46,545.70
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Sole,Demersal,0.01,0.01,44.99
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Squid,Shellfish,0.09,0.09,387.60
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Turbot,Demersal,0.02,0.02,148.01
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Whiting,Demersal,0.09,0.07,23.30
1,Ardglass,Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.33,0.31,224.84
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.36,0.36,2229.40
1,Ardrishaig,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.34,0.34,323.00
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,4.76,2.62,14503.40
1,Ardrossan,South Western Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,0.46,0.46,3265.50
1,Arisaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.13,0.13,348.00
1,Arran,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.07,0.07,420.76
1,Axmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.00,0.00,30.70
1,Axmouth,Devon,England,UK,10m&Under,Brill,Demersal,0.02,0.02,128.38
1,Axmouth,Devon,England,UK,10m&Under,Cod,Demersal,0.09,0.07,307.40
1,Axmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.06,0.04,70.77
1,Axmouth,Devon,England,UK,10m&Under,Cuttlefish,Shellfish,0.03,0.03,61.80
1,Axmouth,Devon,England,UK,10m&Under,Gurnard,Demersal,0.01,0.01,4.10
1,Axmouth,Devon,England,UK,10m&Under,Lemon Sole,Demersal,0.00,0.00,1.15
1,Axmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,61.08
1,Axmouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.01,0.01,11.55
1,Axmouth,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.11,0.04,251.76
1,Axmouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.07,0.06,67.70
1,Axmouth,Devon,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,7.24
1,Axmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.02,0.02,45.10
1,Axmouth,Devon,England,UK,10m&Under,Scallops,Shellfish,0.02,0.02,70.00
1,Axmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.84,0.55,1309.37
1,Axmouth,Devon,England,UK,10m&Under,Sole,Demersal,0.08,0.08,785.62
1,Axmouth,Devon,England,UK,10m&Under,Turbot,Demersal,0.03,0.03,205.89
1,Axmouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,6.60
1,Ayr,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,2.64,2.64,13527.80
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,23.35,23.35,37489.48
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,725.56
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.30,0.30,1884.00
1,Back,Highlands and Islands,Scotland,UK,10m&Under,Other Shellfish,Shellfish,1.50,1.50,8229.07
1,Ballycastle,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.37,0.37,365.00
1,Ballycastle,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.37,0.37,4500.00
1,Ballycastle,Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,7.62,7.62,17600.00
1,Ballyglass,Foreign,Ireland,UK,10m&Under,Crabs,Shellfish,13.46,13.46,13460.00
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.22,0.22,385.00
1,Ballylumford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.21,0.21,2900.00
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,2.08,2.08,2891.80
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.07,0.07,708.00
1,Ballywalter,Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,0.70,0.70,870.00
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.89,0.89,2506.84
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,309.91
1,Balvicar,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.18,0.18,1130.40
1,Balvicar,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.00,1.00,6264.38
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.43,0.43,598.00
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,160.00
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,2.55,2.55,7876.16
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.01,0.01,13.00
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,10m&Under,Whelks,Shellfish,5.19,5.19,5190.00
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,0.09,0.08,94.80
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.07,0.07,62.40
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,25.49,21.79,42498.13
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,15.24,13.73,38129.40
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Ling,Demersal,0.42,0.37,599.70
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Monks or Anglers,Demersal,0.04,0.04,106.99
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Other Demersal,Demersal,1.98,1.81,1447.39
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Pollack (Lythe),Demersal,1.72,1.53,4834.50
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Saithe,Demersal,0.16,0.14,205.10
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Scallops,Shellfish,30.06,30.06,83805.36
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Skates and Rays,Demersal,0.89,0.78,1239.30
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whelks,Shellfish,15.18,15.18,19737.90
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Whiting,Demersal,0.01,0.01,16.80
1,Bangor (Co. Down),Northern Ireland,Northern Ireland,UK,Over10m,Witch,Demersal,0.00,0.00,4.80
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,0.02,0.02,24.00
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,0.04,0.03,42.60
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.03,0.03,65.00
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,2.32,1.55,8170.10
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,0.09,0.08,63.99
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.02,0.02,34.50
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.00,0.00,20.00
1,Barra,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.01,0.01,11.19
1,Barrow,Cumbria,England,UK,10m&Under,Cod,Demersal,0.03,0.02,48.94
1,Barrow,Cumbria,England,UK,10m&Under,Lemon Sole,Demersal,0.00,0.00,2.32
1,Barrow,Cumbria,England,UK,10m&Under,Lobsters,Shellfish,0.19,0.19,3014.20
1,Barrow,Cumbria,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,6.12
1,Barrow,Cumbria,England,UK,10m&Under,Skates and Rays,Demersal,0.00,0.00,5.52
1,Barrow,Cumbria,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,4.95
1,Beadnell,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.10,0.10,1672.40
1,Beer,Devon,England,UK,10m&Under,Cod,Demersal,0.02,0.02,63.28
1,Beer,Devon,England,UK,10m&Under,Lemon Sole,Demersal,0.00,0.00,3.20
1,Beer,Devon,England,UK,10m&Under,Ling,Demersal,0.00,0.00,6.00
1,Beer,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,333.50
1,Beer,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.00,0.00,4.35
1,Beer,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.02,0.01,67.00
1,Beer,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,2.50
1,Beer,Devon,England,UK,10m&Under,Plaice,Demersal,0.00,0.00,4.52
1,Beer,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.01,0.01,14.04
1,Beer,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.53,0.25,771.67
1,Beer,Devon,England,UK,10m&Under,Sole,Demersal,0.03,0.03,273.29
1,Beer,Devon,England,UK,10m&Under,Squid,Shellfish,0.01,0.01,37.75
1,Beer,Devon,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,57.40
1,Beer,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,1.18
1,Beesands,Devon,England,UK,10m&Under,Crabs,Shellfish,0.40,0.40,1333.36
1,Beesands,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.00,0.00,8.78
1,Beesands,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.38,0.19,719.78
1,Belfast,Northern Ireland,Northern Ireland,Ireland,Over10m,Mackerel,Pelagic,105.29,105.29,80993.60
1,Belfast,Northern Ireland,Northern Ireland,UK,Over10m,Mackerel,Pelagic,2570.78,2570.78,2482527.00
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.01,0.01,46.06
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Brill,Demersal,0.02,0.02,115.70
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Cod,Demersal,0.01,0.01,33.60
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,0.39,0.39,649.33
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Lobsters,Shellfish,0.08,0.08,1208.24
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.01,0.01,37.83
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,12.87
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.04,0.02,62.22
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.01,0.01,119.78
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,10m&Under,Turbot,Demersal,0.00,0.00,23.10
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Crabs,Shellfish,3.25,3.25,4993.86
1,BEMBRIDGE,Hampshire and Isle of Wight,England,UK,Over10m,Lobsters,Shellfish,0.64,0.64,12309.67
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.43,0.43,1332.24
1,Benbecula,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,120.31
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.50,0.50,1370.01
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,819.45
1,Bernera (Lewis),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.02,0.02,111.16
1,Bernera (N Uist),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.02,0.02,419.29
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,1.39,1.39,1733.60
1,Berwick,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.40,0.40,6992.50
1,Bideford,Devon,England,UK,10m&Under,Bass,Demersal,0.02,0.02,189.55
1,Bideford,Devon,England,UK,10m&Under,Bream,Demersal,0.00,0.00,0.90
1,Bideford,Devon,England,UK,10m&Under,Mullet,Demersal,0.10,0.09,129.08
1,Bideford,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.05,0.04,42.00
1,Bideford,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.13,0.11,166.90
1,Bideford,Devon,England,UK,10m&Under,Saithe,Demersal,0.00,0.00,1.50
1,Bideford,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.05,0.03,75.80
1,Bideford,Devon,England,UK,10m&Under,Whelks,Shellfish,2.94,2.94,3531.60
1,Bideford,Devon,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.66
1,Blakeney,East Anglia,England,UK,10m&Under,Bass,Demersal,0.00,0.00,43.60
1,Blakeney,East Anglia,England,UK,10m&Under,Cod,Demersal,0.00,0.00,26.88
1,Blakeney,East Anglia,England,UK,10m&Under,Herring,Pelagic,0.01,0.01,9.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Bass,Demersal,0.01,0.01,24.77
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.05,0.05,150.00
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.35,0.30,370.60
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.44,0.44,488.97
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Gurnard,Demersal,0.02,0.02,6.90
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.32,0.28,176.90
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.01,0.01,2.55
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.09,0.09,495.51
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.15,0.15,147.50
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Ling,Demersal,0.02,0.02,8.60
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.38,0.38,6648.96
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.38,0.31,624.35
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.03,0.03,29.51
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,27.04,26.97,70886.40
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.00,0.00,2.25
